Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
D7020,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,O/O ,,,NO
D8005,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,E/O ,,,SI
D7003,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,E/O ,,,NO
D7706,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,O/O ,,,SI
D0305,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,Est.,,,SI
D0038,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,Est.,,,SI
D0036,Amortiguadores                     ,Belgium Catalog               ,Adventure                ,Est.,,,SI
SC2964,Amortiguadores                     ,Catalogo USA                  ,Monroe Steering          ,O/O ,,,SI
SC2928,Amortiguadores                     ,Catalogo USA                  ,Monroe Steering          ,O/O ,,,SI
SC2962,Amortiguadores                     ,Catalogo USA                  ,Monroe Steering          ,O/O ,,,SI
SC2968,Amortiguadores                     ,Catalogo USA                  ,Monroe Steering          ,O/O ,,,SI
83792G,Amortiguadores                     ,Argentina                     ,APTO GNC                 ,E/O ,,,SI
83793G,Amortiguadores                     ,Argentina                     ,APTO GNC                 ,O/O ,,,SI
65305,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/E ,,,SI
65306,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65307,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65313,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65317,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65318,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65326,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65327,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65328,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65329,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65330,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65331,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65332,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65333,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/T ,,,NO
65334,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,NO
65336,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65337,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65335,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65338,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65339,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,SI
65340,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65341,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/T ,,,NO
65342,Amortiguadores                     ,Argentina                     ,Petrolero                ,T/O ,,,NO
65343,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,NO
65349,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,SI
65346,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,NO
65345,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,NO
65344,Amortiguadores                     ,Argentina                     ,Petrolero                ,E/O ,,,NO
65350,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,NO
65351,Amortiguadores                     ,Argentina                     ,Petrolero                ,O/O ,,,NO
RS999156,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/T ,,,NO
RS999188,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999221,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999269,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,O/O ,,,SI
RS96364,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,ST  ,,,SI
RS96362,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,ST  ,,,SI
RS96363,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,ST  ,,,NO
RS999010,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999039,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999112,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999113,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999114,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999116,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999117,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999118,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999119,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999120,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999123,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999124,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,T/O ,,,SI
RS999126,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999128,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/T ,,,SI
RS999129,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,T/O ,,,SI
RS999145,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999159,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/E ,,,SI
RS999168,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999180,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999185,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,T/O ,,,SI
RS999186,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999187,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999194,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999197,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999198,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999213,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999214,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999215,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999223,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999229,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/T ,,,SI
RS999260,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999239,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/T ,,,SI
RS999241,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,T/O ,,,SI
RS999144,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,O/O ,,,SI
RS999782,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999762,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,E/O ,,,SI
RS999705,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,ST  ,,,NO
RS999115,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999329,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,E/O ,,,NO
RS999330,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,T/O ,,,NO
RS999787,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,E/O ,,,SI
RS999311,Amortiguadores                     ,Catalogo USA                  ,RS9000XL                 ,O/O ,,,SI
RS999326,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,E/O ,,,SI
RS999328,Amortiguadores                     ,U.S.A.                        ,RS9000XL                 ,T/O ,,,SI
E4601,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4480,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1015,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E7806,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E7086,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1225,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4493,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4971,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4972,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
S5005,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,SI
E4995,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1318,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E4390,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5090,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,SI
E7056,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
S1008,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
S4201,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
S4366,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
931377,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
911278,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,SI
911158,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,NO
911204,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,NO
E7032,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4981,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1344,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4722,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5097,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,SI
E1270,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4750,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1319,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E1016,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1020,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1141,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E1024,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E1037,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E1071,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E2040,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1269,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E4622,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1271,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E1038,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1088,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1115,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E2029,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1054,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E3418,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Cart,,,NO
E4249,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
E4266,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4402,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4411,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4422,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4430,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4439,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4444,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4479,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4486,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4556,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4569,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
E4886,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4585,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5011,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E5020,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E5027,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E5026,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E5038,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E5063,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,SI
E5087,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,SI
E5308,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E5309,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E5315,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,SI
E2049,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E1234,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4916,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
72185 D,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72186 I,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
E4879,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5091,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E7044,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
932219 D,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
932220 I,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
932221 D,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
932222 I,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
931577,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
911203,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,NO
931103,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,NO
911274,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,NO
E4760,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7057,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7068,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4973,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5099,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E7030,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1336,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4562,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1286,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E7072,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E2068,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/E ,,,NO
E1325,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E7040,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1349,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
E1347,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1348,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E1123,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,SI
E2060,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E2062,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E2064,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4642,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1342,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,SI
E7014,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E2059,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E4950,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
E2070,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/M ,,,NO
E7805,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E8501,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Cart,,,NO
E7811,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4652,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7082,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1363,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
71377,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
E5117,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4654,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E2076,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E5116,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E7093,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
911301,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,O/O ,,,NO
72219 D,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72220 I,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72221 D,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72222 I,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
E4336,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4338,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7078,Amortiguadores                     ,Argentina                     ,Reflex                   ,Est.,,,NO
E2071,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
71871,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
71872,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
71873,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
71874,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72351,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
72352,Amortiguadores                     ,Catalogo USA                  ,Reflex                   ,Est.,,,SI
E1309,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4630,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E5098,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E7038,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E1203,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E7108,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E8502,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7102,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
911536,Amortiguadores                     ,U.S.A.                        ,Reflex                   ,E/O ,,,NO
911538,Amortiguadores                     ,U.S.A.                        ,Reflex                   ,T/O ,,,NO
E7106,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E2079,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E2080,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,O/O ,,,NO
E7813,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
E4714,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,SI
E4644,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E4038,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7031,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7132,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7134,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,Est.,,,NO
E7814,Amortiguadores                     ,Belgium Catalog               ,Reflex                   ,E/O ,,,NO
544.1300,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,"Cazoleta, asiento resorte, tuercas.",SI
544.1301,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,"Cazoleta, asiento de resorte y 3 tuercas",SI
021.0333,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior amortiguador delantero,SI
544.1311,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta con rodamiento y tuercas delanteros,SI
041.1548,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior amortiguador trasero,SI
021.0484,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior de amortiguador trasero.,SI
021.0602,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior amortiguador trasero,SI
021.0631,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador trasero,SI
021.0636,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior de amortiguador delantero,SI
021.0752,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
021.0771,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta derecha de amortiguador delantero,SI
021.0772,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta izquierda amortiguador delantero,SI
021.0789,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
021.1127,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior derecha de amortiguador delantero,SI
021.1128,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior izquierda amortiguador delantero.,SI
022.0742,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.0743,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento,SI
022.1553,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.0744,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1546,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta inferior de amortiguador trasero.,SI
022.1039,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero.,SI
022.1202,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento,SI
022.1203,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador trasero,SI
022.1517,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1280,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1552,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1554,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1555,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1556,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento,SI
022.1557,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1558,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1559,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta derecha amortiguador delantero con rodamiento.,SI
022.1560,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta izquierda amortiguador delantero con rodamiento.,SI
022.1561,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1562,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
022.1563,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
043.0886,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador trasero,SI
043.1503,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior amortiguador trasero.,NO
044.0844,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero con rodamiento.,SI
544.1313,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador  trasero,SI
544.1315,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador trasero,SI
544.1319,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
022.1551,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta con rodamiento,SI
043.1688,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta superior amortiguador trasero.,SI
544.1303,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta y rodamiento amortiguador delantero.,SI
021.0407,Componentes de suspensión          ,Catalogo Brasil               ,Cazoletas                ,,,Cazoleta amortiguador delantero,SI
